Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,year
119 SHERWOOD FOREST SQ,,126,London,,,,,"469,903.91",,,,36.137679999999996,,,"114,857.92766","40,867.72",MEDWAY ARENA,Indoor ice rinks,N6G 2C3,,,,"25,022.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1420 OXFORD ST W,,80,London,,Administration Area,,,"15,141.84",,,,36.23955,,,"15,924.13089","7,781.96",OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",N6H 1W2,,,,"2,700.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1420 OXFORD ST W,,80,London,,Garage Area,,,"22,796.88",,,,36.23956,,,"23,974.67664","11,716.18",OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,,,,"4,065.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1103 FLORENCE ST,,168,London,,,,,"400,579.96",,,,36.30814,,,"120,323.36362","46,691.90",FIRE HALL # 02,Fire stations and associated offices and facilities,N5W 2M7,,,,"24,700.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
825 VALETTA ST,,126,London,,,,,"387,047.22",,,,36.41899,,,"156,401.32061","66,347.06",OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,N6H 2Z2,,,,"29,989.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1308 NORMAN AVE,,126,London,,,,,"84,342.27",,,,39.00962,,,"49,272.70643","22,492.71",BYRON CC - POLE BASE,Community centres,N6K 2A3,,,,"8,290.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
696 WELLINGTON RD,,70,London,,,,,"45,741.33",,,,39.518390000000004,,,"19,424.56433","8,338.64",TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,,,,"3,400.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
267 DUNDAS ST,,70,London,,,"1,856.18000","1,491.35000","297,281.06",,,,39.66986,,,"162,918.50926","15,807.21",J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,,No,No,"26,110.00",Square feet,Giga Joule - chilled water,kWh,Cubic meter,,,,,,Giga Joule - steam or hot water,,2011
675 GROSVENOR ST,,126,London,,,,,"981,526.18",,,,39.75224,,,"274,400.99630","103,605.26",CARLING ARENA,Indoor ice rinks,N5Y 3T5,,,,"52,390.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1221 SANDFORD ST,,126,London,,,,,"1,842,061.76",,,,40.88542,,,"377,476.06454","121,711.54",STRONACH ARENA & POOL,Indoor recreational facilities ,N5V 2J8,,,,"76,692.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
7109 WESTMINSTER DR,,126,London,,,,,934.64,,,,43.25396,,,"135,334.46178","71,542.24",LAMBETH CC,Community centres,N6P 1N4,,,,"17,600.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1948 WAVELL ST,,126,London,,,,,"1,197,067.53",,,,44.41753,,,"272,048.52263","93,240.56",ARGYLE ARENA,Indoor recreational facilities ,N5V 1P4,,,,"49,260.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
20 GRANVILLE ST,,126,London,,,,,"1,142,520.83",,,,46.34081,,,"354,092.18804","138,943.60",KINSMEN ARENA SPLASH PAD,Indoor ice rinks,N6H 1J3,,,,"56,520.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
799 HOMEVIEW RD,,126,London,,,,,"2,134,402.72",,,,48.36667,,,"441,184.91352","143,038.63",NICHOLS ARENA,Indoor ice rinks,N6C 5S6,,,,"75,560.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
275 BOLER ROAD,,168,London,,,,,"242,737.88",,,,57.20836,,,"98,362.08516","41,754.96",FIRE HALL # 12,Fire stations and associated offices and facilities,N6K 2J9,,,,"12,000.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1153 ADELAIDE ST N,,168,London,,,,,"376,344.08",,,,58.69149,,,"258,301.64889","120,697.59",ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,"28,268.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
625 SPRINGBANK DR,,126,London,,,,,"154,386.29",,,,59.79923,,,"190,326.96647","94,136.00",CIVIC GARDEN COMPLEX,Community centres,N6K 4T1,,,,"19,312.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
136 CAVENDISH CRES,,168,London,,,,,"25,234.55",,,,65.14997,,,"7,381.03592","2,836.24",CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,,,,850.00,Square feet,,kWh,Cubic meter,,,,,,,,2011
3901 WEST GRAHAM PL,,168,London,,,,,"54,649.81",,,,66.24219000000001,,,"4,371.98480",,ADMIN-PCC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6P 1G4,,,,825.00,Square feet,,kWh,,,,,,,,,2011
1045 WONDERLAND RD N,,126,London,,,,,"1,899,857.11",,,,66.5467,,,"420,703.78134","142,130.21",CANADA GAMES AQUATIC CTR,Indoor swimming pools,N6G 2Y9,,,,"51,248.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1731 CHURCHILL AVE,,126,London,,,,,"126,246.59",,,,66.71439000000001,,,"66,944.07483","30,066.40",EAST LIONS ARTISANS CC  & POOL,Community centres,N5W 5P4,,,,"6,682.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
663 BATHURST ST,,50,London,,Garage Area,,,"336,883.42",,,,98.38928,,,"143,240.53130","61,508.62",AJ TYLER - MAIN BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"10,068.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
663 BATHURST ST,,50,London,,Administration,,,"425,654.94",,,,98.38929,,,"180,985.59204","77,716.65",AJ TYLER - MAIN BUILDING,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,,,,"12,721.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
565 BRADLEY AVE,,126,London,,,,,"872,683.37",,,,103.63678,,,"248,563.54556","94,544.76",THAMES VALLEY-SOUTHLDN POOL,Indoor swimming pools,N6E 3Z8,,,,"18,116.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
656 ELIZABETH ST,,126,London,,,,,"1,324,855.12",,,,113.33235,,,"105,988.40960",,CARLING HEIGHTS OCC-POOL,Indoor swimming pools,N5Y 6L3,,,,"11,690.00",Square feet,,kWh,,,,,,,,,2011
663 BATHURST ST,,50,London,,,,,44.75,,,,182.83891,,,"53,436.00762","28,261.75",AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"1,643.00",Square feet,,kWh,Cubic meter,,,,,,,,2011
1153 ADELAIDE ST N,0.0,168,LONDON,,,,,"360,966.45794",,,0.00000,56.54368,,,"206,978.60065","102,689.19517",ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,"25,685.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1201 ADELAIDE ST N,10161.6,168,LONDON,,,,,"3,493,662.00000",,,465.66642,366.81519,,,"344,471.71448","116,511.09272",ADELAIDE PCP,Facilities related to the treatment of sewage,N5Y 2N4,,,,"12,900.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1201 ADELAIDE ST N,8720.8,168,LONDON,,,,,"1,058,180.00000",,,196.17277,0.00000,,,"153,710.99548","61,405.45588",ADELAIDE PUMP STN,Facilities related to the pumping of sewage,N5Y 2N4,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2016
3901 WEST GRAHAM PL,0.0,168,LONDON,,,,,"61,066.46119",,,0.00000,74.01995,,,"2,170.79056",,ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6P 1G4,,,,825.00,Square feet,,kWh,,,,,,,,,2016
663 BATHURST ST,0.0,50,LONDON,,,,,"894,816.00000",,,0.00000,59.76951,,,"114,934.11648","43,967.00000",AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,,,,"22,789.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
663 BATHURST ST,0.0,168,LONDON,,,,,,,,0.00000,24.00441,,,"7,259.44326","3,839.70146",AJ TYLER - UNIT QUONSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"1,700.00",Square feet,,,Cubic Meter,,,,,,,,2016
663 BATHURST ST,0.0,50,LONDON,,,,,"18,753.35632",,,0.00000,33.33069,,,"34,092.54101","17,679.79443",AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,200.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
665 BATHURST ST,0.0,50,LONDON,,,,,61.87727,,,0.00000,514.89556,,,"150,485.52018","79,594.39941",AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"1,643.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
663 BATHURST ST,0.0,50,LONDON,,,,,"30,354.95327",,,0.00000,24.54764,,,"22,753.83818","11,464.33448",AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,200.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
665 BATHURST ST,0.0,168,LONDON,,,,,"6,700.48575",,,0.00000,83.75607,,,238.18887,,AJ TYLER BLDG-GUARD SHED,Other,N5Z 1P8,,,,80.00,Square feet,,kWh,,,,,,,,,2016
663 BATHURST ST,0.0,168,LONDON,,,,,"26,629.03800",,,0.00000,4.29501,,,946.60904,,AJ TYLER BLDG-PKG LOT,Parking garages,N5Z 1P8,,,,"6,200.00",Square feet,,kWh,,,,,,,,,2016
663 BATHURST ST,0.0,50,LONDON,,,,,,,,0.00000,13.90207,,,"14,838.64265","7,848.52996",AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,000.00",Square feet,,,Cubic Meter,,,,,,,,2016
1948 WAVELL ST,0.0,126,LONDON,,,,,"982,742.00000",,,0.00000,40.52583,,,"215,241.71898","95,369.00000",ARGYLE ARENA,Indoor recreational facilities,N5V 1P4,,,,"49,260.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
13966 MEDWAY RD,38347.4,168,LONDON,,,,,"4,978,881.88548",,,129.83623,638.31819,,,"176,989.29327",,ARVA PUMPING,Facilities related to the pumping of water,N0M 1C0,,,,"7,800.00",Square feet,,kWh,,,,,,,,,2016
555 WHARNCLIFFE RD S,0.0,168,LONDON,,,,,"1,496.56746",,,0.00000,1.49507,,,53.19998,,BASIL GROVER PK,Other,N6J 2A1,,,,"1,001.00",Square feet,,kWh,,,,,,,,,2016
201 WONDERLAND RD S,3092.66,168,LONDON,,,,,"196,681.89677",,,63.59635,163.90158,,,"6,991.64807",,BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,N6K 3T3,,,,"1,200.00",Square feet,,kWh,,,,,,,,,2016
78 RIVERSIDE DR,0.0,168,LONDON,,,,,"171,335.00000",,,0.00000,9.96134,,,"6,090.61658",,BLACKBURN FOUNTAIN-THAMES RIVER,Other,N6H 1B4,,,,"17,200.00",Square feet,,kWh,,,,,,,,,2016
141 BONAVENTURE DR,0.0,168,LONDON,,,,,761.90152,,,0.00000,0.10884,,,27.08408,,BONAVENTURE MEADOWS-SPLASH PAD,Other,N5V 4S6,,,,"7,000.00",Square feet,,kWh,,,,,,,,,2016
1451 WHARNCLIFFE RD S,188.35,168,LONDON,,,,,"50,234.77661",,,266.70972,133.95940,,,"1,785.74584",,BOSTWICK PUMP STN,Facilities related to the pumping of sewage,N6L 1J9,,,,375.00,Square feet,,kWh,,,,,,,,,2016
530 CHARLOTTE ST,0.0,126,LONDON,,,,,"81,579.00000",,,0.00000,22.30066,,,"22,195.73198","10,206.01192",BOYLE CC,Community centres,N5W 4A4,,,,"8,522.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
24 BROOKDALE AVE,40.37,168,LONDON,,,,,"5,732.00000",,,141.98662,0.00000,,,203.76114,,BROOKDALE PUMP STN,Facilities related to the pumping of sewage,N6J 2W4,,,,0.00,Square feet,,kWh,,,,,,,,,2016
37 TOWER LN,320.42,168,LONDON,,,,,"24,350.37473",,,75.99518,86.96562,,,865.60712,,BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,N6A 3L1,,,,280.00,Square feet,,kWh,,,,,,,,,2016
SEVERAL LOCATIONS,0.0,168,LONDON,,,,,"10,257.14892",,,0.00000,51.28574,,,364.62113,,BULK WATER DISPENSING STNS,Other,N6B 1Z2,,,,200.00,Square feet,,kWh,,,,,,,,,2016
1308 NORMAN AVE,0.0,126,LONDON,,,,,"107,999.95699",,,0.00000,35.03077,,,"36,288.12156","17,163.05706",BYRON CC - POLE BASE,Community centres,N6K 2A3,,,,"8,290.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1308 NORMAN AVE,0.0,168,LONDON,,,,,"21,730.00000",,,0.00000,14.11039,,,772.45804,,BYRON CC & POOL,Indoor swimming pools,N6K 2A3,,,,"1,540.00",Square feet,,kWh,,,,,,,,,2016
1308 NORMAN AVE,0.0,168,LONDON,,,,,"1,992.90000",,,0.00000,1.29409,,,70.84361,,BYRON CC-TENNIS COURTS,Community centres,N6K 2A3,,,,"1,540.00",Square feet,,kWh,,,,,,,,,2016
1322 OLD BRIDGE RD,1576.26,168,LONDON,,,,,"204,929.00000",,,130.00964,379.49815,,,"7,284.81609",,BYRON PUMP STN,Facilities related to the pumping of sewage,N6K 1Y2,,,,540.00,Square feet,,kWh,,,,,,,,,2016
380 DUNDAS ST,0.0,168,LONDON,,,,,"1,193.22899",,,0.00000,0.59661,,,42.41690,,CAMPBELL MEMORIAL PARK,Other,N6B 1V7,,,,"2,000.00",Square feet,,kWh,,,,,,,,,2016
1045 WONDERLAND RD N,0.0,126,LONDON,,,,,"1,787,889.00000",,,0.00000,69.17718,,,"376,171.05262","165,350.00000",CANADA GAMES AQUATIC CTR,Indoor swimming pools,N6G 2Y9,,,,"51,248.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
675 GROSVENOR ST,0.0,126,LONDON,,,,,"921,928.00000",,,0.00000,37.53316,,,"218,572.17434","98,274.00000",CARLING ARENA,Indoor ice rinks,N5Y 3T5,,,,"52,390.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
656 ELIZABETH ST,0.0,126,LONDON,,,,,"5,403.31827",,,0.00000,38.31655,,,"12,863.48953","6,702.22755",CARLING HEIGHTS OCC - SHED,Other,N5Y 6L3,,,,"2,000.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
654 ELIZABETH ST,0.0,126,LONDON,,,,,"980,779.00000",,,0.00000,58.33991,,,"255,701.30925","116,806.00000",CARLING HEIGHTS OCC,Community centres,N5Y 6L3,,,,"38,090.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
136 CAVENDISH CRES,0.0,70,LONDON,,,,,"3,669.34032",,,0.00000,4.31687,,,130.43771,,CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,,,,850.00,Square feet,,kWh,,,,,,,,,2016
550 WELLINGTON ST,0.0,70,LONDON,,,"1,785.00000",,,,0.0,0.00000,3.00205,,,"5,353.61663",,CENTENNIAL HALL DISTICT COOLING,Auditoriums,N6A 3P9,,,No,"50,050.00",Square feet,Giga Joule,,,,,,,,,,2016
550 WELLINGTON ST,0.0,168,LONDON,,,,"1,862.00000","585,106.00000",0.0,,0.00000,22.75378,,,"137,705.65631","3,434.26012",CENTENNIAL HALL,Auditoriums,N6A 3P9,,No,,"50,050.00",Square feet,,kWh,Cubic Meter,,,,,,Giga Joule,,2016
1 ADELAIDE ST S,19.72,126,LONDON,,,,,"47,310.30789",,,"2,399.10283",473.10308,,,"1,681.78682",,CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,N5Z 3K2,,,,100.00,Square feet,,kWh,,,,,,,,,2016
300 DUFFERIN AVE,0.0,126,LONDON,,,"3,696.00000","6,346.00000","2,423,005.00000",0.0,0.0,0.00000,25.69800,,,"473,525.02253",,CITY HALL,"Administrative offices and related facilities, including municipal council chambers",N6B 1Z2,,No,No,"174,990.00",Square feet,Giga Joule,kWh,,,,,,,Giga Joule,,2016
SEVERAL LOCATIONS,0.0,168,LONDON,,,,,"2,226.99533",,,0.00000,0.44540,,,79.16523,,CITY OWNED PROPERTIES,Other,N6B 1Z2,,,,"5,000.00",Square feet,,kWh,,,,,,,,,2016
1610 COMMISSIONERS RD E,0.0,126,LONDON,,,,,"183,447.00000",,,0.00000,36.18998,,,"6,521.17396",,CITY WIDE SPORTS PARK,Other,N6M 1E8,,,,"5,069.00",Square feet,,kWh,,,,,,,,,2016
625 SPRINGBANK DR,0.0,168,LONDON,,,,,"145,149.73280",,,0.00000,60.70361,,,"187,885.99891","96,648.47493",CIVIC GARDEN COMPLEX,Community centres,N6K 4T1,,,,"19,312.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
479 CLARKE RD,2162.71,168,LONDON,,,,,"267,600.00000",,,123.73365,88.02632,,,"9,512.64480",,CLARKE RD PUMP STN,Facilities related to the pumping of sewage,N5W 6H1,,,,"3,040.00",Square feet,,kWh,,,,,,,,,2016
75 HORTON ST,0.0,168,LONDON,,,,,"27,973.00000",,,0.00000,93.24333,,,994.38420,,COAL TAR,Other,N6J 1E8,,,,300.00,Square feet,,kWh,,,,,,,,,2016
391 SOUTH STREET,0.0,168,LONDON,,,,,7.00000,,,0.00000,0.00027,,,0.24884,,COLBORNE BUILDING (OLD SOUTH ST HOSPITAL),Other,N6B 1B8,,,,"26,225.00",Square feet,,kWh,,,,,,,,,2016
999 GABOR ST,74.85,168,LONDON,,,,,"17,956.97282",,,239.90612,0.00000,,,638.33447,,CRESTWOOD PUMP STN,Facilities related to the pumping of water,N6K4V5,,,,0.00,Square feet,,kWh,,,,,,,,,2016
710 SOUTHDALE RD E,0.0,168,LONDON,,,,,"3,889,041.00000",,,0.00000,49.54933,,,"1,091,770.23190","504,342.00000",DEARNESS HOME,Other,N6E 1R8,,,,"186,664.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
710 SOUTHDALE RD E,0.0,168,LONDON,,,,,,,,0.00000,4.19069,,,"139,158.35618","73,604.34194",DEARNESS NG TRANSP,Other,N6E 1R8,,,,"186,664.00",Square feet,,,Cubic Meter,,,,,,,,2016
1731 CHURCHILL AVE,0.0,126,LONDON,,,,,"92,336.28411",,,0.00000,44.73937,,,"40,037.61821","19,440.77176",EAST LIONS ARTISANS CC  & POOL,Community centres,N5W 5P4,,,,"6,682.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1731 CHURCHILL AVE,0.0,168,LONDON,,,,,14.65150,,,0.00000,0.00396,,,0.52083,,EAST LIONS PARK-POOL,Other,N5W 5P4,,,,"3,700.00",Square feet,,kWh,,,,,,,,,2016
1313 HAMILTON RD,528.35,168,LONDON,,,,,"81,163.54354",,,153.61700,34.68528,,,"2,885.20165",,EAST PARK PUMP STN,Facilities related to the pumping of sewage,N5W 1B1,,,,"2,340.00",Square feet,,kWh,,,,,,,,,2016
449 BARKER ST,0.0,60,LONDON,,,,,"9,707.45903",,,0.00000,9.28943,,,345.08075,,ED BLAKE PK,Other,N5Y 5B2,,,,"1,045.00",Square feet,,kWh,,,,,,,,,2016
"520 WELLINGTON ST UN 1,2,3",0.0,126,LONDON,,,,,"31,425.33496",,,0.00000,11.14769,,,"1,117.10781",,ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",N6A 3R2,,,,"2,819.00",Square feet,,kWh,,,,,,,,,2016
101 WINDERMERE RD,0.0,168,LONDON,,,,,"21,817.35833",,,0.00000,13.34902,,,"19,050.52799","9,666.08672",EP WILLIAMS ESTATE,Cultural facilities,N6G 2J4,,,,"9,330.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
707 EXETER RD,0.0,168,LONDON,,,,,"729,600.00000",,,0.00000,23.02231,,,"129,999.71213","55,042.00000",EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6E 1L3,,,,"57,100.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
2835 SUNNINGDALE RD E,0.0,168,LONDON,,,,,"208,892.40716",,,0.00000,18.42897,,,"7,425.70729",,FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,N5X 3Y7,,,,"11,335.00",Square feet,,kWh,,,,,,,,,2016
2835 SUNNINGDALE RD E,0.0,168,LONDON,,,,,"36,893.17321",,,0.00000,13.17613,,,"1,311.47852",,FANSHAWE GOLF COURSE-MTCE BLDG,Other,N5X 3Y7,,,,"2,800.00",Square feet,,kWh,,,,,,,,,2016
2835 SUNNINGDALE RD E,0.0,168,LONDON,,,,,"1,457.99822",,,0.00000,0.82841,,,51.82892,,FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,N5X 3Y7,,,,"1,760.00",Square feet,,kWh,,,,,,,,,2016
2835 SUNNINGDALE RD E,0.0,168,LONDON,,,,,"76,436.00000",,,0.00000,27.29857,,,"2,717.14693",,FANSHAWE GOLF COURSE-SPREADER PUMP ,Other,N5X 3Y7,,,,"2,800.00",Square feet,,kWh,,,,,,,,,2016
2835 CLARKE RD,1.4,126,LONDON,,,,,"59,870.00764",,,"42,764.29117",0.00000,,,"2,128.25903",,FANSHAWE WELLS,Facilities related to the pumping of water,N5X 3Y7,,,,0.00,Square feet,,kWh,,,,,,,,,2016
411 TECUMSEH AVE E,0.0,168,LONDON,,,,,"538,104.90503",,,0.00000,22.50229,,,"77,811.82160","31,039.05130",FARQUHARSON ARENA,Indoor ice rinks,N6C 1T4,,,,"38,573.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
733 WINDERMERE RD,0.0,168,LONDON,,,,,"2,208.24000",,,0.00000,3.41304,,,78.49852,,FIDO PARK FIELD HOUSE,Other,N5X 3P1,,,,647.00,Square feet,,kWh,,,,,,,,,2016
400 HORTON ST E,0.0,168,LONDON,,,,,"333,611.01333",,,0.00000,21.58010,,,"78,956.29945","35,489.33510",FIRE HALL # 01,Fire stations and associated offices and facilities,N6B 1L7,,,,"32,937.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1103 FLORENCE ST,0.0,168,LONDON,,,,,"396,720.00000",,,0.00000,35.95064,,,"101,495.39975","46,224.24053",FIRE HALL # 02,Fire stations and associated offices and facilities,N5W 2M7,,,,"24,700.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
550 COMMISSIONERS RD W,0.0,168,LONDON,,,,,"72,079.78747",,,0.00000,31.74452,,,"35,210.82645","17,268.62790",FIRE HALL # 03,Fire stations and associated offices and facilities,N6K 1B7,,,,"8,052.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
807 COLBORNE ST,0.0,168,LONDON,,,,,"61,946.75850",,,0.00000,29.96976,,,"14,736.49519","6,629.76453",FIRE HALL # 04,Fire stations and associated offices and facilities,N6A 3Z8,,,,"4,418.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
751 DEVERON CRES,0.0,168,LONDON,,,,, ,,,0.00000,25.01078,,,"24,927.16678","11,705.08391",FIRE HALL # 05,Fire stations and associated offices and facilities,N5Z 5E6,,,,"8,120.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
590 OXFORD ST W,0.0,168,LONDON,,,,,"83,790.68937",,,0.00000,30.20875,,,"40,017.56738","19,590.84259",FIRE HALL # 06,Fire stations and associated offices and facilities,N6H 1T9,,,,"9,666.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1295 WEBSTER ST,0.0,168,LONDON,,,,,"71,570.61979",,,0.00000,32.90160,,,"28,407.00173","13,679.48799",FIRE HALL # 07,Fire stations and associated offices and facilities,N5V 3P8,,,,"6,594.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1565 WESTERN RD,0.0,168,LONDON,,,,,"56,441.35151",,,0.00000,26.32301,,,"22,843.66463","11,021.36353",FIRE HALL # 08,Fire stations and associated offices and facilities,N6G 1H5,,,,"6,594.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
746 WELLINGTON RD,0.0,168,LONDON,,,,,"123,264.63078",,,0.00000,22.98830,,,"45,382.89909","21,686.50294",FIRE HALL # 09,Fire stations and associated offices and facilities,N6C 4R2,,,,"15,388.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
2125 TRAFALGAR ST,0.0,168,LONDON,,,,,"121,068.00000",,,0.00000,36.24823,,,"41,207.95857","19,519.57383",FIRE HALL # 10,Fire stations and associated offices and facilities,N5V 4Z7,,,,"9,063.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
7109 WESTMINSTER DR,0.0,168,LONDON,,,,,"97,352.17386",,,0.00000,31.30712,,,"42,877.45826","20,848.52442",FIRE HALL # 11,Fire stations and associated offices and facilities,N6P 1N4,,,,"10,187.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
275 BOLER RD,0.0,168,LONDON,,,,,"268,742.00000",,,0.00000,46.61307,,,"61,252.12370","27,344.83485",FIRE HALL # 12,Fire stations and associated offices and facilities,N6K 2J9,,,,"12,000.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
275 BOLER RD,0.0,168,LONDON,,,,,478.00000,,,0.00000,4.78000,,,16.99194,,FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,N6K 2J9,,,,100.00,Square feet,,kWh,,,,,,,,,2016
790 FANSHAWE PK RD E,0.0,168,LONDON,,,,,"28,685.00000",,,0.00000,16.41067,,,"8,762.02919","4,095.11491",FIRE HALL # 13,Fire stations and associated offices and facilities,N5X 1L5,,,,"4,400.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
2225 HYDE PARK RD,0.0,168,LONDON,,,,,"69,546.00000",,,0.00000,16.19209,,,"14,379.99492","6,298.31993",FIRE HALL # 14,Fire stations and associated offices and facilities,N6H 5K2,,,,"8,429.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
1 DUNDAS ST,0.0,168,LONDON,,,,,"44,527.82940",,,0.00000,35.71611,,,"4,844.13847","1,724.96383",FORKS OF THE THAMES MUSEUM & SPL P,Other,N6A 5L7,,,,"1,760.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
2A GROSVENOR ST,0.0,168,LONDON,,,,,"35,103.72645",,,0.00000,29.03794,,,"14,353.81071","6,932.06192",GIBBONS PARK-POOL-SPLASH PAD,Other,N6A 1Y4,,,,"3,746.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
6536 BRADISH RD,0.0,126,LONDON,,,,,"1,711.76452",,,0.00000,0.79065,,,60.84981,,GLANWORTH PARK-FIELD HOUSE,Other,N6N 1N6,,,,"2,165.00",Square feet,,kWh,,,,,,,,,2016
370 CHIPPENDALE CRES,0.0,168,LONDON,,,,,"428,732.00000",,,0.00000,31.41317,,,"103,098.00183","46,470.00000",GLEN CAIRN ARENA & POOL,Indoor ice rinks,N5Z 3G2,,,,"29,370.00",Square feet,,kWh,Cubic Meter,,,,,,,,2016
