Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,year
136 CAVENDISH CRES,,168,LONDON,,,,,"11,044.51217",,,,,,,,"2,257.44265",CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,,,,78.97,Square meters,,kWh,Cubic Meter,,,,,,,,2013
707 EXETER RD,,126,LONDON,,,,,"678,624.32230",,,,,,,,"76,452.64491",EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6E 1L3,,,,"5,304.89",Square meters,,kWh,Cubic Meter,,,,,,,,2013
199 WONDERLAND RD S,,60,LONDON,,,,,"25,596.97181",,,,,,,,"8,931.20959",MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,,,,569.23,Square meters,,kWh,Cubic Meter,,,,,,,,2013
1570 OXFORD ST W,,80,LONDON,,,,,"13,396.94000",,,,,,,,"23,134.47452",OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,,,,628.50,Square meters,,kWh,Cubic Meter,,,,,,,,2013
645 SPRINGBANK DR,,70,LONDON,,,,,"53,504.70290",,,,,,,,"7,125.82529",ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 4T1,,,,579.73,Square meters,,kWh,Cubic Meter,,,,,,,,2013
1220 ADELAIDE ST N,,70,LONDON,,,,,"17,022.30409",,,,,,,,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,226.69,Square meters,,kWh,,,,,,,,,2013
1554 WILTON GROVE,,70,LONDON,,,,,"23,814.73097",,,,,,,,"6,013.92990",WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6N 1M4,,,,"2,034.63",Square meters,,kWh,Cubic Meter,,,,,,,,2013
1153 ADELAIDE ST N,,168,LONDON,,,,,"357,517.33209",,,0.00000,68.88987,,,"265,477.75570","132,851.76279",ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,"25,685.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1201 ADELAIDE ST N,9041.05,168,LONDON,,,,,"3,954,372.66000",,,586.87921,0.00000,,,"398,666.73568","127,179.14807",ADELAIDE PCP,Facilities related to the treatment of sewage,N5Y 2N4,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
1201 ADELAIDE ST N,8259.99,168,LONDON,,,,,"998,473.53677",,,274.67583,0.00000,,,"265,937.97034","119,530.74068",ADELAIDE PUMP STN,Facilities related to the pumping of sewage,N5Y 2N4,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
3901 WEST GRAHAM PL,,168,LONDON,,,,,"66,807.86029",,,0.00000,80.97922,,,"2,673.04930",,ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6P 1G4,,,,825.00,Square feet,,kWh,,,,,,,,,2014
663 BATHURST ST,,50,LONDON,,,,,"872,496.00000",,,0.00000,68.96145,,,"159,269.79573","65,777.31000",AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,,,,"22,789.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
663 BATHURST ST,,168,LONDON,,,,,,,,0.00000,38.91358,,,"11,768.29543","6,224.54637",AJ TYLER - UNIT QUONSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"1,700.00",Square feet,,,Cubic Meter,,,,,,,,2014
663 BATHURST ST,,50,LONDON,,,,,"25,161.97264",,,0.00000,31.25871,,,"31,007.30600","15,868.04289",AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,200.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
665 BATHURST ST,,50,LONDON,,,,,118.91129,,,0.00000,746.78587,,,"218,255.12593","115,438.08915",AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"1,643.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
663 BATHURST ST,,50,LONDON,,,,,"47,973.04544",,,0.00000,35.08641,,,"32,083.78341","15,954.67212",AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,200.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
665 BATHURST ST,,168,LONDON,,,,,"7,231.01732",,,0.00000,90.38772,,,289.32023,,AJ TYLER BLDG-GUARD SHED,Other,N5Z 1P8,,,,80.00,Square feet,,kWh,,,,,,,,,2014
663 BATHURST ST,,168,LONDON,,,,,"36,360.88095",,,0.00000,5.86466,,,"1,454.83521",,AJ TYLER BLDG-PKG LOT,Parking garages,N5Z 1P8,,,,"6,200.00",Square feet,,kWh,,,,,,,,,2014
663 BATHURST ST,,50,LONDON,,,,,,,,0.00000,18.18689,,,"19,412.12932","10,267.56167",AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,,,,"6,000.00",Square feet,,,Cubic Meter,,,,,,,,2014
1948 WAVELL ST,,126,LONDON,,,,,"1,206,713.22931",,,0.00000,58.29523,,,"344,460.67233","156,656.42631",ARGYLE ARENA,Indoor recreational facilities,N5V 1P4,,,,"49,260.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
13966 MEDWAY RD,36183.5,168,LONDON,,,,,"5,435,496.62490",,,150.22031,0.00000,,,"217,479.65546",,ARVA PUMPING,Facilities related to the pumping of water,N0M 1C0,,,,0.00,Square feet,,kWh,,,,,,,,,2014
555 WHARNCLIFFE RD S,,168,LONDON,,,,,"1,847.27282",,,0.00000,1.84543,,,73.91123,,BASIL GROVER PK,Other,N6J 2A1,,,,"1,001.00",Square feet,,kWh,,,,,,,,,2014
326 BEACHWOOD AVE,200.0,168,LONDON,,,,,"1,314.00000",,,6.57000,0.00000,,,52.57445,,BEACHWOOD,Facilities related to the pumping of sewage,N6J 1K4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
201 WONDERLAND RD S,2772.41,168,LONDON,,,,,"195,569.09410",,,70.54119,0.00000,,,"7,824.91502",,BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,N6K 3T3,,,,0.00,Square feet,,kWh,,,,,,,,,2014
78 RIVERSIDE DR,,168,LONDON,,,,,"95,606.76710",,,0.00000,5.55853,,,"3,825.32236",,BLACKBURN FOUNTAIN-THAMES RIVER,Other,N6H 1B4,,,,"17,200.00",Square feet,,kWh,,,,,,,,,2014
141 BONAVENTURE DR,,168,LONDON,,,,,515.31226,,,0.00000,0.07362,,,20.61816,,BONAVENTURE MEADOWS-SPLASH PAD,Other,N5V 4S6,,,,"7,000.00",Square feet,,kWh,,,,,,,,,2014
1451 WHARNCLIFFE RD S,98.89,168,LONDON,,,,,"40,935.86702",,,413.95355,0.00000,,,"1,637.88498",,BOSTWICK PUMP STN,Facilities related to the pumping of sewage,N6L 1J9,,,,0.00,Square feet,,kWh,,,,,,,,,2014
530 CHARLOTTE ST,,126,LONDON,,,,,"79,639.40813",,,0.00000,23.23864,,,"24,249.24936","11,140.64117",BOYLE CC,Community centres,N5W 4A4,,,,"8,522.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
24 BROOKDALE AVE,47.45,168,LONDON,,,,,"6,969.89175",,,146.88918,0.00000,,,278.87234,,BROOKDALE PUMP STN,Facilities related to the pumping of sewage,N6J 2W4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
37 TOWER LN,269.63,168,LONDON,,,,,"23,997.95958",,,89.00330,0.00000,,,960.18236,,BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,N6A 3L1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
SEVERAL LOCATIONS,,168,LONDON,,,,,"11,910.18577",,,0.00000,59.55093,,,476.53844,,BULK WATER DISPENSING STNS,Other,N6B 1Z2,,,,200.00,Square feet,,kWh,,,,,,,,,2014
1308 NORMAN AVE,,126,LONDON,,,,,"98,509.88182",,,0.00000,40.16437,,,"45,649.42594","22,060.37841",BYRON CC - POLE BASE,Community centres,N6K 2A3,,,,"8,290.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1308 NORMAN AVE,,168,LONDON,,,,,"20,940.19466",,,0.00000,13.59753,,,837.83813,,BYRON CC & POOL,Indoor swimming pools,N6K 2A3,,,,"1,540.00",Square feet,,kWh,,,,,,,,,2014
1308 NORMAN AVE,,168,LONDON,,,,,"1,992.90000",,,0.00000,1.29409,,,79.73792,,BYRON CC-TENNIS COURTS,Community centres,N6K 2A3,,,,"1,540.00",Square feet,,kWh,,,,,,,,,2014
1322 OLD BRIDGE RD,1596.31,168,LONDON,,,,,"201,747.74068",,,126.38381,0.00000,,,"8,072.12885",,BYRON PUMP STN,Facilities related to the pumping of sewage,N6K 1Y2,,,,0.00,Square feet,,kWh,,,,,,,,,2014
380 DUNDAS ST,,168,LONDON,,,,,"1,257.63482",,,0.00000,0.62882,,,50.31923,,CAMPBELL MEMORIAL PARK,Other,N6B 1V7,,,,"2,000.00",Square feet,,kWh,,,,,,,,,2014
1045 WONDERLAND RD N,,126,LONDON,,,,,"1,012,288.13516",,,0.00000,51.39495,,,"328,977.00848","152,581.31186",CANADA GAMES AQUATIC CTR,Indoor swimming pools,N6G 2Y9,,,,"51,248.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
675 GROSVENOR ST,,126,LONDON,,,,,"919,235.01557",,,0.00000,40.30476,,,"248,889.11036","112,190.08199",CARLING ARENA,Indoor ice rinks,N5Y 3T5,,,,"52,390.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
656 ELIZABETH ST,,126,LONDON,,,,,"4,631.26797",,,0.00000,36.92131,,,"12,497.64587","6,512.30740",CARLING HEIGHTS OCC - SHED,Other,N5Y 6L3,,,,"2,000.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
654 ELIZABETH ST,,126,LONDON,,,,,"905,744.29371",,,0.00000,59.79448,,,"280,280.78089","129,079.42495",CARLING HEIGHTS OCC,Community centres,N5Y 6L3,,,,"38,090.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
654 ELIZABETH ST,,126,LONDON,,,,,"43,322.13290",,,0.00000,3.70591,,,"1,733.36186",,CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,N5Y 6L3,,,,"11,690.00",Square feet,,kWh,,,,,,,,,2014
136 CAVENDISH CRES,,168,LONDON,,,,,"2,562.66968",,,0.00000,3.01491,,,102.53498,,CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,,,,850.00,Square feet,,kWh,,,,,,,,,2014
550 WELLINGTON ST,0.0,70,LONDON,,,40.00000,,,,,0.00000,0.06727,,,134.71700,,CENTENNIAL HALL District Cooling,Auditoriums,N6A 3P9,,,No,"50,050.00",Square feet,Giga Joule,,,,,,,,,,2014
550 WELLINGTON ST,,70,LONDON,,,,"2,839.00000","703,995.42796",,,0.00000,30.54601,,,"202,958.99202","3,408.18413",CENTENNIAL HALL,Auditoriums,N6A 3P9,,No,,"50,050.00",Square feet,,kWh,Cubic Meter,,,,,,Giga Joule,,2014
1 ADELAIDE ST S,43.83,168,LONDON,,,,,"50,691.62863",,,"1,156.55096",0.00000,,,"2,028.22275",,CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,N5Z 3K2,,,,0.00,Square feet,,kWh,,,,,,,,,2014
300 DUFFERIN AVE,,126,LONDON,,,"2,517.00000","7,857.35000","2,313,755.59105",,,0.00000,26.90566,,,"566,980.10768",,CITY HALL,"Administrative offices and related facilities, including municipal council chambers",N6B 1Z2,,No,No,"174,990.00",Square feet,Giga Joule,kWh,,,,,,,Giga Joule,,2014
SEVERAL LOCATIONS,,126,LONDON,,,,,"4,863.94947",,,0.00000,0.97279,,,194.61148,,CITY OWNED PROPERTIES,Other,N6B 1Z3,,,,"5,000.00",Square feet,,kWh,,,,,,,,,2014
1610 COMMISSIONERS RD E,,168,LONDON,,,,,"160,800.14395",,,0.00000,31.72226,,,"6,433.77456",,CITY WIDE SPORTS PARK,Other,N6M 1E8,,,,"5,069.00",Square feet,,kWh,,,,,,,,,2014
625 SPRINGBANK DR,,126,LONDON,,,,,"159,334.73727",,,0.00000,69.51153,,,"216,837.57521","111,318.85509",CIVIC GARDEN COMPLEX,Community centres,N6K 4T1,,,,"19,312.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
479 CLARKE RD,1594.66,168,LONDON,,,,,"270,914.00444",,,169.88825,0.00000,,,"10,839.54023",,CLARKE RD PUMP STN,Facilities related to the pumping of sewage,N5W 6H1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
75 HORTON ST,,168,LONDON,,,,,"25,334.01151",,,0.00000,84.44671,,,"1,013.63913",,COAL TAR,Other,N6J 1E8,,,,300.00,Square feet,,kWh,,,,,,,,,2014
391 SOUTH STREET,,168,LONDON,,,,"6,964.32000","24,280.24000",,,0.00000,74.69261,,,"413,943.69634",,COLBORNE BUILDING (OLD SOUTH ST HOSPITAL),Other,N6B 1B8,,No,,"26,225.00",Square feet,,kWh,,,,,,,Giga Joule,,2014
999 GABOR ST,69.22,168,LONDON,,,,,"19,187.46483",,,277.19539,0.00000,,,767.70966,,CRESTWOOD PUMP STN,Facilities related to the pumping of water,N6K4V5,,,,0.00,Square feet,,kWh,,,,,,,,,2014
710 SOUTHDALE RD E,,168,LONDON,,,,,"3,840,337.57500",,,0.00000,20.57353,,,"153,655.74671",,DEARNESS HOME,Other,N6E 1R8,,,,"186,664.00",Square feet,,kWh,,,,,,,,,2014
710 SOUTHDALE RD E,,168,LONDON,,,,,,,,0.00000,39.04373,,,"1,296,508.27348","685,755.71674",DEARNESS NG TRANSP,Other,N6E 1R8,,,,"186,664.00",Square feet,,,Cubic Meter,,,,,,,,2014
3506 DINGMAN DR,0.12,168,LONDON,,,,,"183,627.81161",,,"1,530,231.76342",0.00000,,,"7,347.13237",,DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,N6E 3X1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
1731 CHURCHILL AVE,0.0,126,LONDON,,,,,"106,399.36064",,,0.00000,53.41486,,,"48,823.14791","23,572.07587",EAST LIONS ARTISANS CC  & POOL,Community centres,N5W 5P4,,,,"6,682.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1731 CHURCHILL AVE,,126,LONDON,,,,,34.28040,,,0.00000,0.00926,,,1.37159,,EAST LIONS PARK-POOL,Other,N5W 5P4,,,,"3,700.00",Square feet,,kWh,,,,,,,,,2014
1313 HAMILTON RD,527.92,168,LONDON,,,,,"88,974.08257",,,168.53706,0.00000,,,"3,559.94202",,EAST PARK PUMP STN,Facilities related to the pumping of sewage,N5W 1B1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
449 BARKER ST,,168,LONDON,,,,,"5,228.15352",,,0.00000,5.00302,,,209.18365,,ED BLAKE PK,Other,N5Y 5B2,,,,"1,045.00",Square feet,,kWh,,,,,,,,,2014
"520 WELLINGTON ST UN 1,2,3",,60,LONDON,,,,,"25,844.93435",,,0.00000,9.16812,,,"1,034.08167",,ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",N6A 3R2,,,,"2,819.00",Square feet,,kWh,,,,,,,,,2014
101 WINDERMERE RD,,126,LONDON,,,,,"20,160.04562",,,0.00000,20.21431,,,"30,771.13301","15,848.97996",EP WILLIAMS ESTATE,Cultural facilities,N6G 2J4,,,,"9,330.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
157 WINSTON AVE,4.32,168,LONDON,,,,,"53,116.81581",,,"12,295.55921",0.00000,,,"2,125.25692",,EUSTON ST FAN HOUSE PUMP STN,Facilities related to the pumping of sewage,N6J 1R7,,,,0.00,Square feet,,kWh,,,,,,,,,2014
707 EXETER RD,,126,LONDON,,,,,"702,357.46012",,,0.00000,27.91855,,,"186,747.21309","83,911.41603",EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6E 1L3,,,,"57,100.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
2835 SUNNINGDALE RD E,,168,LONDON,,,,,"226,929.67448",,,0.00000,20.02026,,,"9,079.68321",,FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,N5X 3Y7,,,,"11,335.00",Square feet,,kWh,,,,,,,,,2014
2835 SUNNINGDALE RD E,,168,LONDON,,,,,"44,284.98880",,,0.00000,15.81607,,,"1,771.88669",,FANSHAWE GOLF COURSE-MTCE BLDG,Other,N5X 3Y7,,,,"2,800.00",Square feet,,kWh,,,,,,,,,2014
2835 SUNNINGDALE RD E,,168,LONDON,,,,,"1,821.01074",,,0.00000,1.03467,,,72.86046,,FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,N5X 3Y7,,,,"1,760.00",Square feet,,kWh,,,,,,,,,2014
2835 CLARKE RD,1.377,168,LONDON,,,,,"78,538.31004",,,"57,035.80976",0.00000,,,"3,142.39632",,FANSHAWE WELLS,Facilities related to the pumping of water,N5X 3Y7,,,,0.00,Square feet,,kWh,,,,,,,,,2014
411 TECUMSEH AVE E,,126,LONDON,,,,,"626,344.06659",,,0.00000,25.16877,,,"86,343.80296","32,414.19408",FARQUHARSON ARENA,Indoor ice rinks,N6C 1T4,,,,"38,573.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
733 WINDERMERE RD,,168,LONDON,,,,,"3,128.59933",,,0.00000,4.83555,,,125.17839,,FIDO PARK FIELD HOUSE,Other,N5X 3P1,,,,647.00,Square feet,,kWh,,,,,,,,,2014
400 HORTON ST E,,168,LONDON,,,,,"378,165.70743",,,0.00000,27.93612,,,"111,543.82476","50,995.27122",FIRE HALL # 01,Fire stations and associated offices and facilities,N6B 1L7,,,,"32,937.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1103 FLORENCE ST,,168,LONDON,,,,,"391,320.00000",,,0.00000,36.89359,,,"108,153.84936","48,923.84634",FIRE HALL # 02,Fire stations and associated offices and facilities,N5W 2M7,,,,"24,700.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
550 COMMISSIONERS RD W,,168,LONDON,,,,,"88,513.42556",,,0.00000,37.30320,,,"41,228.88919","19,933.79896",FIRE HALL # 03,Fire stations and associated offices and facilities,N6K 1B7,,,,"8,052.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
807 COLBORNE ST,,168,LONDON,,,,,"70,294.47366",,,0.00000,35.64689,,,"18,323.82719","8,204.30207",FIRE HALL # 04,Fire stations and associated offices and facilities,N6A 3Z8,,,,"4,418.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
751 DEVERON CRES,,168,LONDON,,,,,"92,414.94548",,,0.00000,29.92876,,,"30,489.75605","14,171.03515",FIRE HALL # 05,Fire stations and associated offices and facilities,N5Z 5E6,,,,"8,120.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
590 OXFORD ST W,,168,LONDON,,,,,"84,813.27009",,,0.00000,29.56700,,,"39,147.00725","18,910.94515",FIRE HALL # 06,Fire stations and associated offices and facilities,N6H 1T9,,,,"9,666.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1295 WEBSTER ST,,168,LONDON,,,,,"79,533.72080",,,0.00000,41.46185,,,"37,669.93531","18,241.41494",FIRE HALL # 07,Fire stations and associated offices and facilities,N5V 3P8,,,,"6,594.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1565 WESTERN RD,,168,LONDON,,,,,"64,875.34532",,,0.00000,39.23096,,,"37,074.17351","18,236.51417",FIRE HALL # 08,Fire stations and associated offices and facilities,N6G 1H5,,,,"6,594.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
746 WELLINGTON RD,,168,LONDON,,,,,"143,365.12213",,,0.00000,24.46708,,,"47,209.57562","21,936.31727",FIRE HALL # 09,Fire stations and associated offices and facilities,N6C 4R2,,,,"15,388.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
2125 TRAFALGAR ST,,168,LONDON,,,,,"113,589.75379",,,0.00000,40.67974,,,"49,924.17219","24,002.26621",FIRE HALL # 10,Fire stations and associated offices and facilities,N5V 4Z7,,,,"9,063.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
7109 WESTMINSTER DR,,168,LONDON,,,,,"88,567.13320",,,0.00000,33.28285,,,"48,103.70603","23,568.92526",FIRE HALL # 11,Fire stations and associated offices and facilities,N6P 1N4,,,,"10,187.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
275 BOLER RD,,168,LONDON,,,,,"262,563.89888",,,0.00000,61.78307,,,"95,687.37022","45,054.85538",FIRE HALL # 12,Fire stations and associated offices and facilities,N6K 2J9,,,,"12,000.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
275 BOLER RD,,168,LONDON,,,,,137.96006,,,0.00000,1.37960,,,5.51992,,FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,N6K 2J9,,,,100.00,Square feet,,kWh,,,,,,,,,2014
790 FANSHAWE PK RD E,,168,LONDON,,,,,"32,637.56600",,,0.00000,22.31753,,,"12,968.57049","6,168.69898",FIRE HALL # 13,Fire stations and associated offices and facilities,N5X 1L5,,,,"4,400.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
2225 HYDE PARK RD,,168,LONDON,,,,,"66,567.84736",,,0.00000,19.78339,,,"20,486.08838","9,426.84212",FIRE HALL # 14,Fire stations and associated offices and facilities,N6H 5K2,,,,"8,429.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1 DUNDAS ST,,168,LONDON,,,,,"45,486.10604",,,0.00000,41.90501,,,"6,848.44864","2,659.70181",FORKS OF THE THAMES MUSEUM & SPL P,Other,N6A 5L7,,,,"1,760.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
2A GROSVENOR ST,,168,LONDON,,,,,"63,972.01074",,,0.00000,71.82185,,,"39,040.95256","19,295.91000",GIBBONS PARK-POOL-SPLASH PAD,Other,N6A 1Y4,,,,"3,746.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
6536 BRADISH RD,,168,LONDON,,,,,"2,858.61807",,,0.00000,1.32038,,,114.37617,,GLANWORTH PARK-FIELD HOUSE,Other,N6N 1N6,,,,"2,165.00",Square feet,,kWh,,,,,,,,,2014
370 CHIPPENDALE CRES,,126,LONDON,,,,,"448,029.58089",,,0.00000,32.89199,,,"110,077.12170","48,740.97860",GLEN CAIRN ARENA & POOL,Indoor ice rinks,N5Z 3G2,,,,"29,370.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
3045 GORE RD,4.15,168,LONDON,,,,,"1,726.94724",,,416.13187,0.00000,,,69.09689,,GORE RD PUMP STN,Facilities related to the pumping of sewage,N5V 4T2,,,,0.00,Square feet,,kWh,,,,,,,,,2014
109 GREENSIDE AVE,,168,LONDON,,,,,,,,0.00000,48.70167,,,"311,480.14202","164,749.65290",GREENWAY NG TRANSP,Other,N6J 2X5,,,,"35,952.00",Square feet,,,Cubic Meter,,,,,,,,2014
5 GREENSIDE AVE,,168,LONDON,,,,,284.17273,,,0.00000,0.28389,,,11.37003,,GREENWAY PARK #2,Other,N6J 2X5,,,,"1,001.00",Square feet,,kWh,,,,,,,,,2014
109 GREENSIDE AVE,44785.5,168,LONDON,,,,,"23,324,320.58807",,,598.28952,0.00000,,,"1,550,591.21105","326,538.13788",GREENWAY PCC,Facilities related to the treatment of sewage,N6J 2X5,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
1017 WESTERN RD,,70,LONDON,,,,,"54,895.19441",,,0.00000,20.75328,,,"26,470.17302","12,839.00071",GROSVENOR LODGE,Cultural facilities,N6G 1G5,,,,"9,220.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
898 TRAFALGAR ST,,126,LONDON,,,,,"86,758.44982",,,0.00000,36.58753,,,"44,155.71886","21,519.01276",HAMILTON RD SENIORS CENTRE,Community centres,N5Z 1G2,,,,"8,622.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
101 DENNIS AVE,,168,LONDON,,,,,"1,704.04207",,,0.00000,1.34600,,,68.18043,,HAMLYN PARK-EQUIPMENT BLDG,Other,N6P 1B5,,,,"1,266.00",Square feet,,kWh,,,,,,,,,2014
531 RIDOUT ST N,,168,LONDON,,,,,"26,250.15483",,,0.00000,32.81269,,,"1,050.29494",,HARRIS PARK,Other,N6A 2P9,,,,800.00,Square feet,,kWh,,,,,,,,,2014
32 1/2 HAMPTON CRES,51.85,168,LONDON,,,,,"10,972.76220",,,211.62511,0.00000,,,439.03119,,HAZELDON PUMP STN,Facilities related to the treatment of sewage,N6H 2N8,,,,0.00,Square feet,,kWh,,,,,,,,,2014
104 FITZWILLIAM BLVD,708.69,168,LONDON,,,,,"79,510.61045",,,112.19378,0.00000,,,"3,181.29903",,HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,N6H 5H4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
1099 WILLIAM ST,139.89,168,LONDON,,,,,"25,986.97833",,,185.76723,0.00000,,,"1,039.76499",,HURON PUMP STN,Facilities related to the pumping of sewage,N5Y 2V4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
1439 STAFFORDSHIRE RD,689.03,168,LONDON,,,,,"83,994.04459",,,122.90731,0.00000,,,"3,483.92813",65.18600,HYDE PARK PUMP STN,Facilities related to the pumping of sewage,N6H 5P8,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
1439 STAFFORDSHIRE RD,1985.6,168,LONDON,,,,,"181,499.91758",,,91.40810,0.00000,,,"7,261.99320",,HYDE PARK PUMP STN,Facilities related to the pumping of water,N6H 5P8,,,,0.00,Square feet,,kWh,,,,,,,,,2014
331 THAMES ST,,168,LONDON,,,,,"10,141.27637",,,0.00000,7.51206,,,405.76261,,IVEY PARK-PAVILLION,Other,N6A 5N8,,,,"1,350.00",Square feet,,kWh,,,,,,,,,2014
267 DUNDAS ST,,70,LONDON,,,"1,374.43000","1,039.07000","273,187.39561",,,0.00000,33.03640,,,"110,097.52075","17,413.78685",J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,,No,No,"26,110.00",Square feet,Giga Joule,kWh,Cubic Meter,,,,,,Giga Joule,,2014
731 VISCOUNT RD,,168,LONDON,,,,,"2,442.25961",,,0.00000,4.88452,,,97.71725,,JESSE DAVIDSON PARK 1-2 SPL PAD,Other,N6J 4G9,,,,500.00,Square feet,,kWh,,,,,,,,,2014
20 GRANVILLE ST,,126,LONDON,,,,,"1,068,379.93452",,,0.00000,43.29944,,,"288,046.92747","129,745.30561",KINSMEN ARENA SPLASH PAD,Indoor ice rinks,N6H 1J3,,,,"56,520.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
612 HALE ST,,168,LONDON,,,,,"5,917.19332",,,0.00000,4.72242,,,236.75282,,KIWANIS PARK PAVILLION SPL PAD,Other,N5W 1H4,,,,"1,253.00",Square feet,,kWh,,,,,,,,,2014
